证劵代码,证劵简称,交易日期,开盘价,最高价,最低价,收盘价,成交数量(股),
"08325-HKG","中国支付通","2023-08-03","null","null","null","null","null",
"08326-HKG","同景新能源","2023-08-03","null","null","null","0.19","0",
"08328-HKG","信义储电","2023-08-03","2.56","2.56","2.56","2.56","44500",
"08329-HKG","海王英特龙","2023-08-03","0.178","0.178","0.154","0.166","490000",
"08331-HKG","倍搏集团","2023-08-03","null","null","null","0.21","0",
"08333-HKG","阿仕特朗金融","2023-08-03","null","null","null","0.55","0",
"08337-HKG","直通电讯","2023-08-03","null","null","null","0.148","0",
"08340-HKG","紫荆国际金融","2023-08-03","0.3","0.3","0.275","0.275","1340000",
"08341-HKG","艾硕控股","2023-08-03","0.177","0.197","0.177","0.196","390000",
"08347-HKG","F8企业","2023-08-03","null","null","null","0.173","0",
"08348-HKG","滨海泰达物流","2023-08-03","0.31","0.31","0.31","0.31","200000",
"08349-HKG","硅鑫集团","2023-08-03","null","null","null","null","null",
"08350-HKG","骏溢环球金融","2023-08-03","0.36","0.36","0.31","0.31","1984000",
"08353-HKG","安科系统","2023-08-03","0.18","0.199","0.18","0.199","6000",
"08356-HKG","中国新华电视","2023-08-03","null","null","null","null","null",
"08357-HKG","REPUBLIC HC","2023-08-03","0.161","0.18","0.161","0.18","15000",
"08360-HKG","利骏集团香港","2023-08-03","1.65","1.78","1.64","1.76","606000",
"08362-HKG","运兴泰集团","2023-08-03","null","null","null","0.027","0",
"08363-HKG","SDM教育","2023-08-03","0.068","0.074","0.056","0.073","1734000",
"08365-HKG","亦辰集团","2023-08-03","0.135","0.135","0.106","0.109","8780000",
"08366-HKG","浙江联合投资","2023-08-03","0.045","0.045","0.037","0.044","40000",
"08367-HKG","倩碧控股","2023-08-03","0.24","0.25","0.22","0.23","8070000",
"08368-HKG","中国创意控股","2023-08-03","0.65","0.65","0.5","0.52","358600",
"08370-HKG","智升集团控股","2023-08-03","null","null","null","0.075","0",
"08371-HKG","尝高美集团","2023-08-03","null","null","null","1.5","0",
"08372-HKG","君百延集团","2023-08-03","0.076","0.076","0.072","0.072","170000",
"08373-HKG","靛蓝星","2023-08-03","0.171","0.172","0.17","0.172","1320000",
"08375-HKG","弘浩国际控股","2023-08-03","null","null","null","0.173","0",
"08377-HKG","维港育马","2023-08-03","null","null","null","0.21","0",
"08379-HKG","懒猪科技","2023-08-03","null","null","null","0.13","10000",
"08383-HKG","东骏控股","2023-08-03","null","null","null","0.095","0",
"08385-HKG","万里印刷","2023-08-03","null","null","null","0.066","0",
"08391-HKG","基石科技控股","2023-08-03","0.96","0.96","0.91","0.92","480000",
"08392-HKG","舍图控股","2023-08-03","0.055","0.055","0.054","0.055","720000",
"08395-HKG","齐家控股","2023-08-03","0.7","0.76","0.7","0.7","2020000",
"08400-HKG","亚洲先锋娱乐","2023-08-03","null","null","null","0.03","0",
"08401-HKG","源想集团","2023-08-03","null","null","null","0.217","0",
"08402-HKG","GT STEEL GROUP","2023-08-03","1.54","1.54","1.42","1.44","710000",
"08403-HKG","天平道合","2023-08-03","null","null","null","0.71","0",
"08405-HKG","恒智控股","2023-08-03","null","null","null","0.78","0",
"08406-HKG","中国口腔产业","2023-08-03","0.135","0.135","0.13","0.13","710000",
"08411-HKG","K W NELSON GP","2023-08-03","null","null","null","0.115","0",
"08412-HKG","新爱德集团","2023-08-03","1.12","1.12","1.12","1.12","30000",
"08413-HKG","亚洲杂货","2023-08-03","0.136","0.136","0.121","0.124","5260000",
"08416-HKG","HM INTL HLDGS","2023-08-03","null","null","null","0.11","0",
"08417-HKG","大地教育","2023-08-03","null","null","null","0.017","0",
"08418-HKG","傲迪玛汽车","2023-08-03","0.9","0.93","0.9","0.9","184000",
"08419-HKG","AV策划推广","2023-08-03","null","null","null","0.118","0",
"08420-HKG","NEXION TECH","2023-08-03","0.039","0.039","0.036","0.036","310000",
"08422-HKG","WT集团","2023-08-03","null","null","null","0.057","0",
"08423-HKG","CHI HO DEV","2023-08-03","null","null","null","0.056","0",
"08425-HKG","兴铭控股","2023-08-03","0.18","0.18","0.171","0.18","12000",
"08426-HKG","雅居投资控股","2023-08-03","0.153","0.153","0.153","0.153","80000",
"08427-HKG","瑞强集团","2023-08-03","null","null","null","0.108","0",
"08428-HKG","国茂控股","2023-08-03","0.34","0.345","0.335","0.34","2620000",
"08429-HKG","华美乐乐","2023-08-03","null","null","null","0.059","0",
"08430-HKG","春能控股","2023-08-03","null","null","null","0.36","0",
"08431-HKG","浩柏国际","2023-08-03","0.213","0.22","0.212","0.212","199000",
"08432-HKG","太平洋酒吧","2023-08-03","null","null","null","0.088","0",
"08436-HKG","德宝集团控股","2023-08-03","0.176","0.176","0.176","0.176","20000",
"08437-HKG","德斯控股","2023-08-03","null","null","null","null","null",
"08439-HKG","新百利融资","2023-08-03","0.74","0.74","0.74","0.74","16000",
"08445-HKG","怡康泰工程集团","2023-08-03","0.63","0.75","0.61","0.62","540000",
"08446-HKG","耀星科技集团","2023-08-03","2.76","2.85","2.56","2.62","1722000",
"08447-HKG","MS CONCEPT","2023-08-03","null","null","null","0.06","100000",
"08448-HKG","环球印馆","2023-08-03","null","null","null","0.028","0",
"08450-HKG","钜京控股","2023-08-03","null","null","null","0.051","0",
"08451-HKG","日光控股","2023-08-03","0.2","0.202","0.18","0.18","4930000",
"08452-HKG","富银融资股份","2023-08-03","null","null","null","0.375","0",
"08455-HKG","礼建德集团","2023-08-03","0.028","0.028","0.027","0.028","80000",
"08456-HKG","民信国际控股","2023-08-03","null","null","null","0.248","0",
"08460-HKG","基地锦标集团","2023-08-03","null","null","null","0.16","0",
"08462-HKG","中安控股集团","2023-08-03","null","null","null","0.065","0",
"08471-HKG","新达控股","2023-08-03","0.195","0.195","0.195","0.195","110000",
"08472-HKG","立高控股","2023-08-03","null","null","null","1.58","0",
"08473-HKG","弥明生活百货","2023-08-03","0.157","0.159","0.156","0.157","230000",
"08475-HKG","千盛集团控股","2023-08-03","0.395","0.42","0.345","0.4","300000",
"08476-HKG","大洋环球控股","2023-08-03","0.86","0.86","0.85","0.85","106000",
"08480-HKG","飞霓控股","2023-08-03","null","null","null","0.31","0",
"08481-HKG","盛龙锦秀国际","2023-08-03","null","null","null","0.168","0",
"08482-HKG","万励达","2023-08-03","0.045","0.054","0.043","0.053","11570000",
"08483-HKG","名仕快相","2023-08-03","null","null","null","0.098","0",
"08487-HKG","ISP GLOBAL","2023-08-03","0.122","0.135","0.12","0.131","346000",
"08489-HKG","裕程物流","2023-08-03","null","null","null","0.224","0",
"08490-HKG","骏码半导体","2023-08-03","null","null","null","0.182","0",
"08491-HKG","COOL LINK","2023-08-03","null","null","null","0.67","0",
"08493-HKG","龙皇集团","2023-08-03","0.079","0.088","0.069","0.077","1410000",
"08495-HKG","1957 & CO.","2023-08-03","null","null","null","0.265","0",
"08496-HKG","环球友饮智能","2023-08-03","null","null","null","0.44","0",
"08500-HKG","天泓文创","2023-08-03","0.3","0.3","0.3","0.3","24000",
"08501-HKG","庄皇集团公司","2023-08-03","null","null","null","0.4","0",
"08502-HKG","远航港口","2023-08-03","0.335","0.335","0.335","0.335","24000",
"08507-HKG","爱世纪集团","2023-08-03","0.137","0.137","0.137","0.137","8000",
"08509-HKG","威扬酒业控股","2023-08-03","0.395","0.435","0.395","0.42","120000",
"08510-HKG","TOPSTANDARDCORP","2023-08-03","null","null","null","0.054","0",
"08511-HKG","民富国际","2023-08-03","0.121","0.122","0.115","0.117","7522000",
"08512-HKG","凯富善集团控股","2023-08-03","0.203","0.203","0.203","0.203","160000",
"08513-HKG","官酝控股","2023-08-03","0.081","0.081","0.08","0.08","440000",
"08516-HKG","广骏集团控股","2023-08-03","0.168","0.168","0.168","0.168","555000",
"08519-HKG","佳民集团","2023-08-03","null","null","null","0.051","0",
"08521-HKG","智纺国际控股","2023-08-03","0.35","0.36","0.315","0.355","1950000",
"08523-HKG","常满控股","2023-08-03","null","null","null","null","null",
"08525-HKG","百应控股","2023-08-03","null","null","null","0.345","0",
"08526-HKG","荣丰集团亚洲","2023-08-03","0.175","0.175","0.161","0.162","212500",
"08527-HKG","聚利宝控股","2023-08-03","null","null","null","0.64","0",
"08532-HKG","宝发控股","2023-08-03","null","null","null","0.053","0",
"08535-HKG","荧德控股","2023-08-03","0.063","0.066","0.063","0.066","280000",
"08536-HKG","TL NATURAL GAS","2023-08-03","0.18","0.18","0.18","0.18","10000",
"08537-HKG","创辉珠宝","2023-08-03","null","null","null","0.035","0",
"08540-HKG","胜利证券","2023-08-03","null","null","null","2.1","0",
"08545-HKG","佰悦集团","2023-08-03","0.025","0.025","0.024","0.025","3592000",
"08547-HKG","PACIFIC LEGEND","2023-08-03","0.65","0.8","0.6","0.61","15237000",
"08579-HKG","汇思太平洋(临时)","2023-08-03","null","null","null","0.138","0",
"08581-HKG","陆庆娱乐(临时)","2023-08-03","null","null","null","0.162","0",
"08582-HKG","所罗门环球控股(临时)","2023-08-03","null","null","null","1.17","0",
"08586-HKG","中国红包(临时)","2023-08-03","null","null","null","1.42","0",
"08588-HKG","PACIFIC LEGEND(临时)","2023-08-03","0.65","0.8","0.6","0.61","15237000",
"08589-HKG","立高控股(临时)","2023-08-03","null","null","null","1.58","0",
"08601-HKG","宝燵控股","2023-08-03","0.29","0.29","0.29","0.29","50000",
"08603-HKG","亮晴控股","2023-08-03","null","null","null","0.68","0",
"08606-HKG","倢冠控股","2023-08-03","0.133","0.141","0.132","0.141","440000",
"08607-HKG","纳尼亚集团","2023-08-03","0.186","0.202","0.065","0.07","140260000",
"08609-HKG","永续农业","2023-08-03","null","null","null","0.241","0",
"08611-HKG","MINDTELL TECH","2023-08-03","null","null","null","0.16","0",
"08612-HKG","维亮控股","2023-08-03","0.12","0.126","0.119","0.125","1340000",
"08613-HKG","东方支付集团控股","2023-08-03","0.163","0.169","0.162","0.169","1150000",
"08616-HKG","新威工程集团","2023-08-03","0.057","0.065","0.057","0.065","650000",
"08617-HKG","永联丰控股","2023-08-03","1.41","1.41","1.41","1.41","5000",
"08619-HKG","WAC HOLDINGS","2023-08-03","null","null","null","0.045","0",
"08620-HKG","亚洲速运","2023-08-03","0.167","0.167","0.15","0.163","215000",
"08621-HKG","METROPOLIS CAP","2023-08-03","null","null","null","0.023","0",
"08622-HKG","华康生物医学","2023-08-03","0.18","0.18","0.18","0.18","8000",
"08623-HKG","中国蜀塔","2023-08-03","0.042","0.042","0.042","0.042","110000",
"08627-HKG","旅橙文化","2023-08-03","0.111","0.111","0.101","0.105","1008000",
"08631-HKG","申港控股","2023-08-03","null","null","null","0.08","0",
"08635-HKG","连成科技集团","2023-08-03","0.191","0.191","0.19","0.19","200000",
"08645-HKG","米虫元宇宙","2023-08-03","null","null","null","0.57","0",
"08646-HKG","中国宏光","2023-08-03","0.305","0.325","0.305","0.315","243000",
"08657-HKG","TRUE PARTNER","2023-08-03","null","null","null","0.72","0",
"08659-HKG","易和国际控股","2023-08-03","0.68","0.68","0.65","0.66","180000",
"08668-HKG","瀛海集团","2023-08-03","null","null","null","0.167","0",
"09600-HKG","新纽科技","2023-08-03","1.43","1.48","1.43","1.48","10400",
"09608-HKG","宋都服务","2023-08-03","0.104","0.106","0.102","0.106","1980000",
"09616-HKG","东软教育","2023-08-03","null","null","null","2.98","0",
"09618-HKG","京东集团-sw","2023-08-03","149.8","153.1","149.2","150.3","6298502",
"09626-HKG","哔哩哔哩-W","2023-08-03","132.3","138.5","132","135.2","3160170",
"09633-HKG","农夫山泉","2023-08-03","43.9","44.35","43.6","43.85","2617835",
"09636-HKG","九方财富","2023-08-03","16.2","16.48","16.2","16.42","125500",
"09638-HKG","法拉帝","2023-08-03","26.85","27","26.05","26.5","244000",
"09658-HKG","特海国际","2023-08-03","13.98","14.8","13.94","14","1717100",
"09666-HKG","金科服务","2023-08-03","12.02","12.02","11.56","11.66","687000",
"09668-HKG","渤海银行","2023-08-03","1.18","1.2","1.16","1.16","9579000",
"09669-HKG","北森控股","2023-08-03","8.98","9","8.5","8.86","639600",
"09677-HKG","威海银行","2023-08-03","null","null","null","2.99","0",
"09688-HKG","再鼎医药","2023-08-03","22.2","22.2","21.15","21.55","2602700",
"09689-HKG","金泰丰国际控股","2023-08-03","0.66","0.71","0.66","0.71","492000",
"09696-HKG","天齐锂业","2023-08-03","47.8","49.55","47.55","49.3","1268400",
"09698-HKG","万国数据-SW","2023-08-03","11.64","12.3","11.62","12","2198100",
"09699-HKG","顺丰同城","2023-08-03","9.97","10.1","9.82","10.1","32200",
"09857-HKG","柠萌影视","2023-08-03","9.41","10.1","9.41","10.06","195600",
"09858-HKG","优然牧业","2023-08-03","1.71","1.74","1.69","1.71","2867000",
"09860-HKG","艾迪康控股","2023-08-03","10.98","12.24","10.98","12.24","439500",
"09863-HKG","零跑汽车","2023-08-03","47","48.05","45","45.8","1664300",
"09866-HKG","蔚来-SW","2023-08-03","113.2","118.6","113.2","115.8","2049564",
"09868-HKG","小鹏汽车-W","2023-08-03","73","75","71.85","73.4","26188520",
"09869-HKG","海伦司","2023-08-03","8.5","8.84","8.39","8.61","2089500",
"09877-HKG","健世科技-B","2023-08-03","33","34.1","32","34.1","17400",
"09878-HKG","汇通达网络","2023-08-03","29.85","30","29.65","29.95","316000",
"09885-HKG","药师帮","2023-08-03","50.05","51.15","49.6","50.95","710200",
"09886-HKG","叮当健康","2023-08-03","2.83","2.86","2.79","2.84","382000",
"09888-HKG","百度集团-SW","2023-08-03","144.5","147.1","144.1","144.8","4994910",
"09889-HKG","东莞农商银行","2023-08-03","6.8","6.8","6.8","6.8","1000",
"09896-HKG","名创优品","2023-08-03","39","40.55","39","39.95","947076",
"09898-HKG","微博-SW","2023-08-03","114.1","116.7","112.9","113.4","28020",
"09899-HKG","云音乐","2023-08-03","76.5","77.9","75.5","77.05","12750",
"09900-HKG","德益控股","2023-08-03","1.25","1.25","1.22","1.22","12000",
"09901-HKG","新东方-S","2023-08-03","43","43.9","42.2","43.3","4718673",
"09906-HKG","宏力医疗管理","2023-08-03","null","null","null","2.05","0",
"09908-HKG","嘉兴燃气","2023-08-03","7.9","8.01","7.78","8.01","27000",
"09909-HKG","宝龙商业","2023-08-03","4.24","4.26","4.06","4.22","1125000",
"09911-HKG","赤子城科技","2023-08-03","1.42","1.47","1.41","1.43","2922000",
"09913-HKG","智勤控股","2023-08-03","2.47","2.47","2.45","2.46","48000",
"09916-HKG","兴业物联","2023-08-03","0.59","0.59","0.58","0.59","76000",
"09918-HKG","丽年国际","2023-08-03","null","null","null","0.87","0",
"09919-HKG","艾德韦宣集团","2023-08-03","1.34","1.34","1.3","1.31","24000",
"09922-HKG","九毛九","2023-08-03","14.16","14.48","13.92","14.3","8238000",
"09923-HKG","移卡","2023-08-03","18.1","18.36","17.94","18.3","230400",
"09926-HKG","康方生物","2023-08-03","38.35","39.15","37.25","38","8788082",
"09928-HKG","时代邻里","2023-08-03","0.65","0.69","0.65","0.66","1077769",
"09929-HKG","澳达控股","2023-08-03","0.065","0.067","0.065","0.067","120000",
"09930-HKG","宏信建发","2023-08-03","2.5","2.59","2.5","2.59","37000",
"09933-HKG","GHW INTL","2023-08-03","0.5","0.51","0.48","0.495","232000",
"09936-HKG","稀美资源","2023-08-03","3.61","3.72","3.6","3.69","335000",
"09938-HKG","华和控股","2023-08-03","null","null","null","0.097","30000",
"09939-HKG","开拓药业-B","2023-08-03","3.76","3.83","3.67","3.71","2943500",
"09955-HKG","智云健康","2023-08-03","7.19","7.26","7.15","7.18","328900",
"09956-HKG","安能物流","2023-08-03","6.85","7.3","6.85","7.13","8397901",
"09958-HKG","力天影业","2023-08-03","0.92","1","0.92","0.98","186000",
"09959-HKG","联易融科技-W","2023-08-03","3.02","3.02","2.86","2.9","7182000",
"09960-HKG","康圣环球","2023-08-03","1.7","1.72","1.7","1.71","100500",
"09961-HKG","携程集团-S","2023-08-03","301.4","308","300.8","305.4","940764",
"09963-HKG","高科桥","2023-08-03","null","null","null","0.355","0",
"09966-HKG","康宁杰瑞制药-B","2023-08-03","8.45","8.88","8.4","8.75","3247000",
"09968-HKG","汇景控股","2023-08-03","null","null","null","null","null",
"09969-HKG","诺诚健华","2023-08-03","7.63","7.74","7.52","7.69","2053000",
"09977-HKG","凤祥股份","2023-08-03","null","null","null","null","null",
"09978-HKG","方圆生活服务","2023-08-03","0.121","0.121","0.121","0.121","20000",
